source,target,weight
Ca,Bi2Sr2Ca0.9Lu0.1Cu2O8,0.9
Ca,Bi2Sr2Ca0.8Lu0.2Cu2O8,0.8
Ca,Bi2Sr2Ca0.7Lu0.3Cu2O8,0.7
Ca,Bi2Sr2Ca0.6Lu0.4Cu2O8,0.6
Ca,Bi2Sr2Ca0.5Lu0.5Cu2O8,0.5
Ca,Bi2Sr2Ca0.9Na0.1Cu2O8,0.9
Ca,Bi2Sr2Ca0.8Na0.2Cu2O8,0.8
Ca,Bi2Sr2Ca0.7Na0.3Cu2O8,0.7
Ca,Bi2Sr2Ca1Cu2O8,1
Ca,Bi2Sr2Ca0.9Na0.1Cu2O8,0.9
Ca,Bi2Sr2Ca0.8Na0.2Cu2O8,0.8
Ca,Bi2Sr2Ca0.7Na0.3Cu2O8,0.7
Ca,Bi2Sr2Ca1Cu2O8,1
Ca,Bi2Sr2Ca0.9Na0.1Cu2O8,0.9
Ca,Bi2Sr2Ca0.8Na0.2Cu2O8,0.8
Ca,Bi2Sr2Ca0.7Na0.3Cu2O8,0.7
Ca,Bi1.84Pb0.34Sr1.91Ca2.03Cu3.06O,2.03
Ca,Bi0.7Pb0.3Sr1Ca1Cu1.8O6,1
Ca,Bi1Sr1Ca1Cu2O,1
Ca,Bi2Sr1.8La0.2Ca1Cu2O8,1
Ca,Bi2Sr1.6La0.4Ca1Cu2O8,1
Ca,Bi2Sr1.4La0.6Ca1Cu2O8,1
Ca,Bi2Sr1.8K0.2Ca1Cu2O8,1
Ca,Bi2Sr1.6K0.4Ca1Cu2O8,1
Ca,Bi2Sr1.8K0.2Ca1Cu2O8,1
Ca,Bi2Sr1.6K0.4Ca1Cu2O8,1
Ca,Bi2Sr1.8K0.2Ca1Cu2O8,1
Ca,Bi2Sr1.6K0.4Ca1Cu2O8,1
Ca,Bi2Sr2Ca0.9Y0.1Cu2O8,0.9
Ca,Bi2Sr2Ca1Cu2O8,1
Ca,Bi2Sr2Ca0.8Y0.2Cu2O8,0.8
Ca,Bi2Sr2Ca0.7Y0.3Cu2O8,0.7
Ca,Bi2Sr2Ca0.6Y0.4Cu2O8,0.6
Ca,Bi2Sr2Ca0.5Y0.5Cu2O8,0.5
Ca,Bi2Sr2Ca0.55Y0.45Cu2O8,0.55
Ca,Bi2La0.5Ca1.5Cu2O,1.5
Ca,Bi2La0.3Ca2.7Cu2O,2.7
Ca,Bi2Pr0.5Ca1.5Cu2O,1.5
Ca,Tl2Ba2Ca2Cu3O,2
Ca,Bi4Ca3Sr3Cu4O16,3
Ca,Bi4Ca3Sr3Cu4O16,3
Ca,Bi4Ca3Sr3Cu4O16,3
Ca,Bi2Sr2Ca1Cu2O8,1
Ca,Bi2Sr2Ca2Cu3O10,2
Ca,Bi2Sr2Ca1Cu2O,1
Ca,Bi2.15Sr1.68Ca1.17Cu2O,1.17
Ca,Bi2.4Sr2Ca1.6Cu3O,1.6
Ca,Bi2.2Sr2Ca1.8Cu3O,1.8
Ca,Bi2Sr2Ca2Cu3O,2
Ca,Bi1.95Sr2Ca2Cu3O,2
Ca,Bi1.8Sr2Ca2Cu3O,2
Ca,Bi1.7Sr2Ca2Cu3Pb0.3O,2
Ca,Bi1.9Sr2Ca2Cu3Pb0.3O,2
Ca,Bi1.8Sr2Ca2Cu3Pb0.6O,2
Ca,Tl2Sr2Ca2Cu3O10,2
Ca,Tl2Sr1Ca2Cu3O9,2
Ca,Tl2.2Ca2Ba2.14Cu3.72O,2
Ca,Bi1.7Sr1.3Ca2Cu3O,2
Ca,Bi2Sr2Ca0.67Y0.33Cu2O8,0.67
Ca,Bi2Sr2Ca0.83Y0.17Cu2O8,0.83
Ca,Bi2Sr2Ca1Cu2O8,1
Ca,Bi2Sr2Ca0.5Y0.5Cu2O8,0.5
Ca,Bi1Pb0.1Sr1Ca1Cu2O,1
Ca,Bi1Pb0.2Sr1Ca1Cu2O,1
Ca,Bi1Pb0.3Sr1Ca1Cu2O,1
Ca,Bi1Pb0.4Sr1Ca1Cu2O,1
Ca,Bi0.8Pb0.1Sr0.8Ca1Cu1.4O,1
Ca,Bi0.8Pb0.2Sr0.8Ca1Cu1.4O,1
Ca,Bi0.8Pb0.3Sr0.8Ca1Cu1.4O,1
Ca,Bi0.8Pb0.4Sr0.8Ca1Cu1.4O,1
Ca,Bi2.2Sr1.8Ca1Cu2O,1
Ca,Bi2Sr2Ca1Cu2O,1
Ca,Bi2Sr1.9La0.1Ca1Cu2O,1
Ca,Bi2Sr1.8La0.2Ca1Cu2O,1
Ca,Bi2Sr1.7La0.3Ca1Cu2O,1
Ca,Bi2Sr1.6La0.4Ca1Cu2O,1
Ca,Bi2Sr1.5La0.5Ca1Cu2O,1
Ca,Bi2Sr1.4La0.6Ca1Cu2O,1
Ca,Bi2Ca1Sr2Cu2O8,1
Ca,Bi2Sr2Ca2Cu2O,2
Ca,Bi2Sr2Ca1Cu2O8,1
Ca,Bi2Sr2Ca1Cu2O8,1
Ca,Bi2Sr2Ca1Cu2O,1
Ca,Y1Ba1.9Ca0.1Cu3O6.84,0.1
Ca,Bi2Sr2Ca1Cu2O,1
Ca,Bi2Sr2Ca1Cu2O8,1
Ca,Tl2Ba2Ca1Cu2O,1
Ca,Bi4.1Sr2.4Ca2.4Cu4O,2.4
Ca,Bi1.7Pb0.2Sb0.1Sr2Ca2Cu3O,2
Ca,Bi1.6Pb0.3Sb0.1Sr2Ca2Cu3O,2
Ca,Bi1.5Pb0.4Sb0.1Sr2Ca2Cu3O,2
Ca,Bi1.4Pb0.5Sb0.1Sr2Ca2Cu3O,2
Ca,Tl2Ba2Ca2Cu3O10,2
Ca,Bi2Sr2Ca1Cu2O8,1
Ca,Bi2Sr2Ca6Cu8O19,6
Ca,Bi2Sr2Ca1Cu2O8,1
Ca,Bi2Sr2Ca2Cu4O11,2
Ca,Tl1Ba1Ca1Cu2O5.5,1
Ca,Bi2.15Sr1.68Ca1.17Cu2O8,1.17
Ca,Tl2Ba2Ca1Cu2O7.876,1
Ca,Tl2Ba2Ca1Cu2O7.833,1
Ca,Tl2Ba2Ca1Cu2O8,1
Ca,Tl2Ba2Ca1Cu2O7.984,1
Ca,Tl2Ba2Ca1Cu2O7.978,1
Ca,Tl2Ba2Ca1Cu2O7.958,1
Ca,Tl2Ba2Ca1Cu2O7.946,1
Ca,Tl2Ba2Ca2Cu3O10,2
Ca,Tl2Ba2Ca2Cu3O9.964,2
Ca,Tl2Ba2Ca2Cu3O9.877,2
Ca,Tl2Ba2Ca2Cu3O9.841,2
Ca,Tl0.5Pb0.5Ca0.8Er0.2Sr2Cu2O,0.8
Ti,Sr0.2La1.8Cu0.95Ti0.05O4,0.05
Ti,Y1Ba2Cu2.85Ti0.15O,0.15
Ti,Y1Ba2Cu2.7Ti0.3O,0.3
Ti,Y1Ba2Cu2.55Ti0.45O,0.45
Ti,Y1Ba2Cu2.4Ti0.6O,0.6
Ti,Y1Ba2Cu2.25Ti0.75O,0.75
Ti,Y1Ba2Cu2.1Ti0.9O,0.9
V,Sr0.2La1.8Cu0.99V0.01O4,0.01
Cr,Sr0.2La1.8Cu0.99Cr0.01O4,0.01
Cr,Y1Ba2.01Cu2.806Cr0.194O7.3,0.194
Mn,Sr0.2La1.8Cu0.98Mn0.02O4,0.02
Mn,Y1Ba2Cu2.697Mn0.303O6.9,0.303
Fe,Sr0.2La1.8Cu0.95Fe0.05O4,0.05
Fe,Y1Ba2Cu2.85Fe0.15O7,0.15
Fe,Y1Ba2Cu2.7Fe0.3O7,0.3
Fe,Y1Ba2Cu2.97Fe0.03O7,0.03
Fe,Y1Ba2Cu2.94Fe0.06O7,0.06
Fe,Y1Ba2Cu2.88Fe0.12O7,0.12
Fe,Y1Ba2Cu2.844Fe0.156O7,0.156
Fe,Y1.01Ba2.01Cu2.697Fe0.303O,0.303
Fe,Y1Ba2Cu2.85Fe0.15O7,0.15
Fe,Y1Ba2Cu2.85Fe0.15O7,0.15
Fe,Y1Ba2Cu2.7Fe0.3O7,0.3
Fe,Y1Ba2Cu2.955Fe0.045O7,0.045
Fe,Y1Ba2Cu2.955Fe0.045O7,0.045
Fe,Y1Ba2Cu2.895Fe0.105O7,0.105
Fe,Y1Ba2Cu2.98Fe0.02O6.93,0.02
Fe,Y1Ba2Cu2.95Fe0.05O6.92,0.05
Fe,Y1Ba2Cu2.9Fe0.1O6.92,0.1
Fe,Y1Ba2Cu2.8Fe0.2O6.93,0.2
Fe,Y1Ba2Cu2.6Fe0.4O7,0.4
Fe,Gd1Ba2Cu2.82Fe0.18O9,0.18
Fe,Y1Ba2Cu2.9Fe0.1O,0.1
Fe,Y1Ba2Cu2.8Fe0.2O,0.2
Fe,Y1Ba2Cu2.7Fe0.3O,0.3
Fe,Y1Ba2Cu2.6Fe0.4O,0.4
Fe,Y1Ba2Cu2.88Fe0.12O7,0.12
Fe,Gd1Ba2Cu2.7Fe0.3O6.9,0.3
Fe,Gd1Ba2Cu2.925Fe0.075O,0.075
Fe,Gd1Ba2Cu2.85Fe0.15O,0.15
Fe,Gd1Ba2Cu2.775Fe0.225O,0.225
Fe,Gd1Ba2Cu2.7Fe0.3O,0.3
Fe,Y1Ba2Cu2.955Fe0.045O6.89,0.045
Fe,Y1Ba2Cu2.9Fe0.1O6.92,0.1
Fe,Y1Ba2Cu2.98Fe0.02O6.93,0.02
Fe,Y1Ba2Cu2.82Fe0.18O,0.18
Fe,Y1Ba2Cu2.7Fe0.3O,0.3
Fe,Y1Ba2Cu2.82Fe0.18O7,0.18
Fe,Y1Ba2Cu2.64Fe0.36O7,0.36
Fe,Gd1Ba2Cu2.64Fe0.36O6.99,0.36
Fe,Gd1Ba2Cu2.91Fe0.09O6.94,0.09
Fe,Gd1Ba2Cu2.82Fe0.18O6.91,0.18
Fe,Gd1Ba2Cu2.73Fe0.27O6.98,0.27
Fe,Gd1Ba2Cu2.972Fe0.03O,0.03
Fe,Gd1Ba2Cu2.95Fe0.05O,0.05
Fe,Gd1Ba2Cu2.93Fe0.07O,0.07
Fe,Gd1Ba2Cu2.9Fe0.1O,0.1
Fe,Gd1Ba2Cu2.85Fe0.15O,0.15
Fe,Gd1Ba2Cu2.8Fe0.2O,0.2
Fe,Gd1Ba2Cu2.7Fe0.3O,0.3
Fe,Y1Ba2Cu2.97Fe0.03O7,0.03
Fe,Y1Ba2Cu2.949Fe0.051O7,0.051
Fe,Y1Ba2Cu2.901Fe0.099O7,0.099
Fe,Y1Ba2Cu2.799Fe0.201O7,0.201
Fe,Y1Ba2Cu2.73Fe0.27O7.1,0.27
Fe,Y1Ba2Cu2.955Fe0.045O7,0.045
Fe,Y1Ba2Cu2.895Fe0.105O7,0.105
Fe,Y1Ba2Cu2.85Fe0.15O7,0.15
Fe,Y1Ba2Cu2.7Fe0.3O7,0.3
Fe,Y1Ba2Cu2.97Fe0.03O7,0.03
Fe,Y1Ba2Cu2.82Fe0.18O7,0.18
Fe,Y1Ba2Cu2.97Fe0.03O7,0.03
Fe,Y1Ba2Cu2.94Fe0.06O7,0.06
Fe,Y1Ba2Cu2.88Fe0.12O7,0.12
Fe,Gd1Ba2Cu2.925Fe0.075O7,0.075
Fe,Gd1Ba2Cu2.85Fe0.15O7,0.15
Fe,Gd1Ba2Cu2.7Fe0.3O7,0.3
Co,Sr0.2La1.8Cu0.95Co0.05O4,0.05
Co,Y1Ba2.01Cu2.7Co0.3O6.8,0.3
Co,Y1Ba2Cu2.841Co0.159O6.8,0.159
Co,Y1Ba2Cu2.98Co0.02O6.9,0.02
Co,Y1Ba2Cu2.95Co0.05O6.92,0.05
Co,Y1Ba2Cu2.9Co0.1O6.82,0.1
Co,Y1Ba2Cu2.8Co0.2O6.83,0.2
Co,Y1Ba2Cu2.7Co0.3O6.88,0.3
Co,Y1Ba2Cu2.9Co0.1O,0.1
Co,Y1Ba2Cu2.7Co0.3O,0.3
Co,Y1Ba2Cu2.6Co0.4O,0.4
Co,Gd1Ba2Cu2.7Co0.3O6.9,0.3
Co,Y1Ba2Cu2.8Co0.2O7.04,0.2
Co,Y1Ba2Cu2.97Co0.03O6.96,0.03
Co,Y1Ba2Cu2.925Co0.075O6.97,0.075
Co,Y1Ba2Cu2.85Co0.15O7.03,0.15
Co,Y1Ba2Cu2.775Co0.225O6.99,0.225
Co,Y1Ba2Cu2.7Co0.3O7.11,0.3
Co,Y1Ba2Cu2.95Co0.05O6.88,0.05
Co,Y1Ba2Cu2.9Co0.1O6.89,0.1
Co,Y1Ba2Cu2.7Co0.3O6.93,0.3
Co,Y1Ba2Cu2.89Co0.11O7,0.11
Co,Y1Ba2Cu2.82Co0.18O7,0.18
Ni,Sr0.2La1.8Cu0.95Ni0.05O4,0.05
Ni,Y1Ba2Cu2.75Ni0.25O7,0.25
Ni,La1.85Sr0.15Cu0.975Ni0.025O4,0.025
Ni,La1.85Sr0.15Cu0.95Ni0.05O4,0.05
Ni,Y1Ba2.01Cu2.81Ni0.19O6.7,0.19
Ni,Y1.01Ba2.01Cu2.906Ni0.094O6.7,0.094
Ni,La1.85Sr0.15Cu0.995Ni0.005O4,0.005
Ni,La1.85Sr0.15Cu0.99Ni0.01O4,0.01
Ni,La1.85Sr0.15Cu0.98Ni0.02O4,0.02
Ni,La1.85Sr0.15Cu0.97Ni0.03O,0.03
Ni,Y1Ba2Cu2.9Ni0.1O6.87,0.1
Ni,Y1Ba2Cu2.8Ni0.2O6.82,0.2
Ni,Y1Ba2Cu2.7Ni0.3O6.97,0.3
Ni,Y1Ba2Cu2.9Ni0.1O,0.1
Ni,Y1Ba2Cu2.8Ni0.2O,0.2
Ni,Y1Ba2Cu2.5Ni0.5O7,0.5
Ni,Y1Ba2Cu2.94Ni0.06O7.01,0.06
Ni,Y1Ba2Cu2.85Ni0.15O6.84,0.15
Ni,Y1Ba2Cu2.7Ni0.3O6.88,0.3
Ni,Y1Ba2Cu2.4Ni0.6O6.94,0.6
Ni,Y1Ba2Cu2.95Ni0.05O,0.05
Ni,Y1Ba2Cu2.9Ni0.1O,0.1
Ni,Nd1Ba2Cu2.95Ni0.05O,0.05
Ni,Nd1Ba2Cu2.9Ni0.1O,0.1
Ni,Gd1Ba2Cu2.95Ni0.05O,0.05
Ni,Gd1Ba2Cu2.9Ni0.1O,0.1
Ni,Dy1Ba2Cu2.95Ni0.05O,0.05
Ni,Dy1Ba2Cu2.9Ni0.1O,0.1
Ni,Er1Ba2Cu2.95Ni0.05O,0.05
Ni,Er1Ba2Cu2.9Ni0.1O,0.1
Ni,La1.84Sr0.16Cu0.987Ni0.013O4,0.013
Ni,La1.84Sr0.16Cu0.975Ni0.025O4,0.025
Ni,Y1Ba2Cu2.98Ni0.02O7,0.02
Ni,Y1Ba2Cu2.95Ni0.05O7,0.05
Ni,Y1Ba2Cu2.9Ni0.1O7,0.1
Ni,Y1Ba2Cu2.8Ni0.2O7,0.2
Ni,Y1Ba2Cu2.6Ni0.4O7,0.4
Ni,Y1Ba2Cu2.6Ni0.4O7,0.4
Ni,Y1Ba2Cu2.8Ni0.2O7,0.2
Ni,Y1Ba2Cu2.88Ni0.12O7,0.12
Ni,Y1Ba2Cu2.75Ni0.25O7,0.25
Ni,Y1Ba2Cu2.72Ni0.28O7,0.28
Cu,Ba0.1La1.9Ag0.1Cu0.9O4,0.9
Cu,Ba0.1La1.9Cu1O4,1
Cu,Ba0.15La1.85Cu1O4,1
Cu,Ba0.3La1.7Cu1O4,1
Cu,Ba0.5La1.5Cu1O4,1
Cu,Ba1La1Cu1O4,1
Cu,Sr0.1La1.9Cu1O4,1
Cu,Sr0.15La1.85Cu1O4,1
Cu,Sr0.2La1.8Cu1O4,1
Cu,Sr0.3La1.7Cu1O4,1
Cu,Ba0.3La1.7Hg0.3Cu0.7O4,0.7
Cu,Ba0.1La1.9Ag0.05Cu0.95O4,0.95
Cu,Ba0.1La1.9Ag0.1Cu0.9O4,0.9
Cu,Ba0.1La1.9Ag0.25Cu0.75O4,0.75
Cu,Ba0.1La1.9Ag0.5Cu0.5O4,0.5
Cu,Y1Ba1.5Ca0.5Cu3O7,3
Cu,Ba0.15La1.85Cu1O4,1
Cu,La1.85Sr0.15Cu1O4,1
Cu,La1.95Sr0.05Cu1O4,1
Cu,La1.9Sr0.1Cu1O4,1
Cu,La1.775Sr0.225Cu1O4,1
Cu,La1.75Sr0.25Cu1O4,1
Cu,La1.7Sr0.3Cu1O4,1
Cu,La1.65Sr0.35Cu1O4,1
Cu,La1.6Sr0.4Cu1O4,1
Cu,La1.825Sr0.175Cu1O4,1
Cu,La1.85Ca0.15Cu1O4,1
Cu,Yb16Ba1Cu2O,2
Cu,Yb1.8Ba0.2Cu1O,1
Cu,Yb6Ba1Cu1O,1
Cu,Yb1.62La0.18Ba0.18Sr0.02Cu1O,1
Cu,Y0.4Ba0.6Cu1O,1
Cu,Y0.4Ba0.6Cu1O,1
Cu,Er0.5Ba0.5Cu1O,1
Cu,Tm0.35Ba0.65Cu1O,1
Cu,Tm0.3Ba0.7Cu1O,1
Cu,Tm0.25Ba0.75Cu1O,1
Cu,Tm0.2Ba0.8Cu1O,1
Cu,La2Ba4Cu6O14,6
Cu,Y1Ba2Cu3O,3
Cu,Y1.6Ba2.4Cu3O10,3
Cu,Y1.2Ba1.8Cu2O7,2
Cu,Y0.8Ba1.2Cu1O4,1
Cu,Nd0.4Ba0.6Cu1O,1
Cu,Eu0.4Ba0.6Cu1O3,1
Cu,Gd0.4Ba0.6Cu1O3,1
Cu,Dy0.4Ba0.6Cu1O3,1
Cu,Ho0.4Ba0.6Cu1O3,1
Cu,Er0.4Ba0.6Cu1O3,1
Cu,Tm0.4Ba0.6Cu1O3,1
Cu,Lu0.4Ba0.6Cu1O3,1
Cu,Nd2Ba3Cu5O,5
Cu,Sm1Ba2Cu3O,3
Cu,Gd2Ba3Cu5O,5
Cu,Y1Ba2Cu3O,3
Cu,Y0.3Ba0.7Cu1O3,1
Cu,Y0.8Ba1.2Cu1O,1
Cu,Y0.6Ba0.9Cu1O,1
Cu,Ba0.3La1.7Hg0.15Cu0.85O4,0.85
Cu,La1.85Sr0.15Cu1O4,1
Cu,Yb1.6La0.2Ba0.2Cu1O,1
Cu,Sr0.35La1.65Cu1O4,1
Cu,Y0.4Ba0.6Cu1O,1
Cu,Yb0.4Ba0.6Cu1O3,1
Cu,Lu1.8Ba0.2Cu1O4,1
Cu,Y0.9Ba0.1Cu1O4,1
Cu,Ba0.15La1.85Cu1O4,1
Cu,Sr0.15La1.85Cu1O4,1
Cu,Sr0.2La1.8Cu0.95Ti0.05O4,0.95
Cu,Sr0.2La1.8Cu0.99V0.01O4,0.99
Cu,Sr0.2La1.8Cu0.99Cr0.01O4,0.99
Cu,Sr0.2La1.8Cu0.98Mn0.02O4,0.98
Cu,Sr0.2La1.8Cu0.95Fe0.05O4,0.95
Cu,Sr0.2La1.8Cu0.95Co0.05O4,0.95
Cu,Sr0.2La1.8Cu0.95Ni0.05O4,0.95
Cu,Sr0.2La1.8Cu0.99Zn0.01O4,0.99
Cu,Pr0.1La1.7Sr0.2Cu1O4,1
Cu,Nd0.1La1.7Sr0.2Cu1O4,1
Cu,Sm0.1La1.7Sr0.2Cu1O4,1
Cu,Gd0.1La1.7Sr0.2Cu1O4,1
Cu,Y1Ba2Cu2.85Fe0.15O7,2.85
Cu,Y1Ba2Cu2.7Fe0.3O7,2.7
Cu,Y1Ba2Cu2.97Fe0.03O7,2.97
Cu,Y1Ba2Cu2.94Fe0.06O7,2.94
Cu,Y1Ba2Cu2.88Fe0.12O7,2.88
Cu,Y1Ba2Cu3O7,3
Cu,Y1Ba2Cu3S1O6,3
Cu,Y1Ba2Cu3Cl1O6,3
Cu,Y1Ba2Cu3O7,3
Cu,Y1Ba2Cu3O7,3
Cu,Gd1Ba2Cu3O7,3
Cu,Y1Ba2Cu3O7,3
Cu,Y1Ba2Cu3O7,3
Cu,Y1Ba2Cu3O7,3
Cu,Y1Ba2Cu3O7,3
Cu,Ho1Ba2Cu3O8,3
Cu,Y0.1Gd0.9Ba2Cu3O8,3
Cu,Y1Ba2Cu3O7,3
Cu,Y1Ba2Cu3O7,3
Cu,Y1Ba2Cu3O7,3
Cu,Y3Ba5Cu4Nb1O18,4
Cu,Sm0.45Ba0.55Cu1O3,1
Cu,Sm0.4Ba0.6Cu1O3,1
Cu,Sm0.33Ba0.67Cu1O7,1
Cu,Sm0.3Ba0.7Cu1O3,1
Cu,Sm0.25Ba0.75Cu1O3,1
Cu,Sm0.2Ba0.8Cu1O3,1
Cu,Sm0.35Ba0.65Cu1O3,1
Cu,Y1Ba2Cu3O9,3
Cu,Bi2Sr2Cu2O7,2
Cu,Bi1Sr1Cu1O,1
Cu,Er1Ba2Cu3O,3
Cu,Ho1Ba2Cu3O,3
Cu,Gd1Ba2Cu3O,3
Cu,Y1Ba2Cu3O6.9,3
Cu,Eu1.5Ba1.5Cu3O,3
Cu,Gd1.5Ba1.5Cu3O,3
Cu,Y1.5Ba1.5Cu3O,3
Cu,Yb1.5Ba1.5Cu3O,3
Cu,Y1Ba2Cu3O7,3
Cu,Y1Ba2Cu2.75Ni0.25O7,2.75
Cu,Y1Ba2Cu2.95Al0.05O7,2.95
Cu,Y1Ba2Cu2.9Al0.1O7,2.9
Cu,La1.85Sr0.15Cu1O4,1
Cu,La1.85Sr0.15Cu0.975Ni0.025O4,0.975
Cu,La1.85Sr0.15Cu0.95Ni0.05O4,0.95
Cu,Y1Ba2Cu2.89Al0.11O7,2.89
Cu,Y1Ba2Cu2.88Al0.12O7,2.88
Cu,Y1Ba2Cu2.87Al0.13O7,2.87
Cu,Y1Ba2Cu2.865Al0.135O7,2.865
Cu,Y1Ba2Cu2.82Al0.18O7,2.82
Cu,Y1Ba2Cu3O7,3
Cu,Y1Ba2Cu3O6.8,3
Cu,Er1Ba2Cu3O7,3
Cu,Y1Ba2Cu3H0.14O7,3
Cu,Y1Ba2Cu3H0.48O7,3
Cu,Y1Ba2Cu3H1O7,3
Cu,Y1Ba2Cu3O9,3
Cu,Eu1Ba2Cu3O7.1,3
Cu,Gd1Ba2Cu3O7.08,3
Cu,Dy1Ba2Cu3O6.82,3
Cu,Ho1Ba2Cu3O6.71,3
Cu,Er1Ba2Cu3O6.82,3
Cu,Tm1Ba2Cu3O6.65,3
Cu,Yb1Ba2Cu3O6.71,3
Cu,Lu1Ba2Cu3O7,3
Cu,Y1Ba2Cu3O6.72,3
Cu,Nd1Ba2Cu3O7.16,3
Cu,Sm1Ba2Cu3O7.11,3
Cu,La1.85Sr0.15Cu1O4,1
Cu,La1.85Sr0.15Cu1O4,1
Cu,Y1Ba2.01Cu2.81Ni0.19O6.7,2.81
Cu,Y1Ba2.02Cu2.18Zn0.82O7,2.18
Cu,Y1Ba1.99Cu2.847Ag0.153O6.7,2.847
Cu,Y1Ba2Cu2.902Pt0.098O6.4,2.902
Cu,Y1Ba2.01Cu2.7Co0.3O6.8,2.7
Cu,Y1.01Ba2.01Cu2.906Ni0.094O6.7,2.906
Cu,Y1Ba2Cu2.697Mn0.303O6.9,2.697
Cu,Y1Ba2Cu2.844Fe0.156O7,2.844
Cu,Y1.01Ba2.01Cu2.697Fe0.303O,2.697
Cu,Y1Ba2Cu3O6.9,3
Cu,Y0.99Ba1.99Cu2.847Li0.153O6.4,2.847
Cu,Y1.01Ba2.03Cu2.808Li0.192O6.6,2.808
Cu,Y1Ba2Cu2.85Fe0.15O7,2.85
Cu,Y1Ba2Cu2.85Fe0.15O7,2.85
Cu,Y1Ba2Cu2.7Fe0.3O7,2.7
Cu,Y1Ba2Cu3O7,3
Cu,Y1Ba2Cu2.955Fe0.045O7,2.955
Cu,Y1Ba2Cu2.955Fe0.045O7,2.955
Cu,Y1Ba2Cu2.895Fe0.105O7,2.895
Cu,Y1Ba2Cu3F0.825O,3
Cu,Y1Ba2Cu3F1.65O5.675,3
Cu,Y1Ba2Cu3F0.066O,3
Cu,Y1Ba2Cu3F0.066O,3
Cu,Y1Ba2Cu3F0.165O,3
Cu,Y1Ba2Cu3F0.016O,3
Cu,Y1Ba2Cu3F0.033O,3
Cu,Y1Ba2Cu3F0.05O,3
Cu,Y1Ba2Cu3O,3
Cu,Gd1Ba2Cu3O,3
Cu,Er1Ba2Cu3O,3
Cu,Dy1Ba2Cu3O,3
Cu,Ho1Ba2Cu3O,3
Cu,Y1Ba2Cu3O,3
Cu,La1.85Sr0.15Cu1O4,1
Cu,La1.85Sr0.15Cu0.995Ni0.005O4,0.995
Cu,La1.85Sr0.15Cu0.99Ni0.01O4,0.99
Cu,La1.85Sr0.15Cu0.98Ni0.02O4,0.98
Cu,La1.85Sr0.15Cu0.97Ni0.03O,0.97
Cu,Tl2Ca2Ba1Cu3O,3
Cu,Tl2Ca2Ba2Cu3O,3
Cu,Y1Ba2Cu3O,3
Cu,Y1Ba2Cu2.85Ti0.15O,2.85
Cu,Y1Ba2Cu2.7Ti0.3O,2.7
Cu,Y1Ba2Cu2.55Ti0.45O,2.55
Cu,Y1Ba2Cu2.4Ti0.6O,2.4
Cu,Y1Ba2Cu2.25Ti0.75O,2.25
Cu,Y1Ba2Cu2.1Ti0.9O,2.1
Cu,Bi1Sr1Ca1Cu2O,2
Cu,Bi2Sr1.8Ca1.2Cu2O,2
Cu,Bi2Sr3Ca4Cu8O,8
Cu,Bi1Sr1Ca1Cu2O,2
Cu,La1.85Sr0.15Cu0.925Zn0.025O4,0.925
Cu,Y1Ba2Cu3O7,3
Cu,Y1Ba2Cu2.841Co0.159O6.8,2.841
Cu,Y1Ba2.01Cu2.806Cr0.194O7.3,2.806
Cu,Y1Ba2Cu3O6.74,3
Cu,Y1Ba2Cu2.98Fe0.02O6.93,2.98
Cu,Y1Ba2Cu2.95Fe0.05O6.92,2.95
Cu,Y1Ba2Cu2.9Fe0.1O6.92,2.9
Cu,Y1Ba2Cu2.8Fe0.2O6.93,2.8
Cu,Y1Ba2Cu2.6Fe0.4O7,2.6
Cu,Y1Ba2Cu2.95Al0.05O6.93,2.95
Cu,Y1Ba2Cu2.9Al0.1O6.93,2.9
Cu,Y1Ba2Cu2.8Al0.2O6.91,2.8
Cu,Y1Ba2Cu2.7Al0.3O6.99,2.7
Cu,Y1Ba2Cu2.6Al0.4O7,2.6
Cu,Y1Ba2Cu2.9Ni0.1O6.87,2.9
Cu,Y1Ba2Cu2.8Ni0.2O6.82,2.8
Cu,Y1Ba2Cu2.98Co0.02O6.9,2.98
Cu,Y1Ba2Cu2.95Co0.05O6.92,2.95
Cu,Y1Ba2Cu2.9Co0.1O6.82,2.9
Cu,Y1Ba2Cu2.8Co0.2O6.83,2.8
Cu,Y1Ba2Cu2.7Co0.3O6.88,2.7
Cu,Y1Ba2Cu2.7Ni0.3O6.97,2.7
Cu,Y1Ba2Cu2.9Zn0.1O6.81,2.9
Cu,Y1Ba2Cu2.8Zn0.2O6.79,2.8
Cu,Y1Ba2Cu2.7Zn0.3O6.74,2.7
Cu,Y1Ba2Cu3O6.85,3
Cu,Gd1Ba2Cu3O,3
Cu,Gd1Ba1.8Sr0.2Cu3O,3
Cu,Gd1Ba1.6Sr0.4Cu3O,3
Cu,Gd1Ba1.4Sr0.6Cu3O,3
Cu,Gd1Ba1.2Sr0.8Cu3O,3
Cu,Gd1Ba1Sr1Cu3O,3
Cu,La2.89Na0.11Cu1O4,1
Cu,La2.89Na0.41Cu1O4,1
Cu,Bi1Ca1Sr1Cu2O,2
Cu,Bi1Ca1Sr1Cu2O,2
Cu,Y1Ba2Cu3O7,3
Cu,Ho1Ba2Cu3O7,3
Cu,Sm1Ba2Cu3O7,3
Cu,Y1Ba2Cu3O7,3
Cu,Eu1Ba2Cu3O,3
Cu,Y1Ba2Cu3O6.8,3
Cu,Nd1Ba2Cu3O,3
